species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Retinal ganglion cell	CL_0000740	Slc17a6	Slc17a6	140919	protein_coding	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"	A0A0R4J0A6	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Amacrine cell	CL_0000561	Tfap2b	Tfap2b	21419	protein_coding	transcription factor AP-2 beta	E9Q5N4	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Amacrine cell	CL_0000561	Tfap2a	Tfap2a	21418	protein_coding	"transcription factor AP-2, alpha"	Q8BPN4	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Microglial cell	CL_0000129	P2ry12	P2ry12	70839	protein_coding	"purinergic receptor P2Y, G-protein coupled 12"	Q546L4	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Anterior segment cell		Mgp	Mgp	17313	protein_coding	matrix Gla protein	P19788	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Cone photoreceptor cell	CL_0000287	Crx	Crx	12951	protein_coding	cone-rod homeobox	A0A0A0MQN6	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Anterior segment cell		Bgn	Bgn	12111	protein_coding	biglycan	P28653	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Microglial cell	CL_0000129	C1qa	C1qa	12259	protein_coding	"complement component 1, q subcomponent, alpha polypeptide"	P98086	10x Chromium	Experiment	35191836	Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types	eLife	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	Ym1	Chil3	12655	protein_coding	chitinase-like 3	O35744	Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Microglial cell	CL_0000129	TMEM119 						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	Arg1	Arg1	94242	protein_coding	tubulointerstitial nephritis antigen-like 1	Q99JR5	Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Antigen-presenting cell	CL_0000145	MHC-II						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	TGF-¦Â						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	Microglial cell	CL_0000129	P2RY12						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	IL-10						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	CD206	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94	Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M1 macrophage	CL_0000863	TNF-¦Á						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M1 macrophage	CL_0000863	CD86						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M1 macrophage	CL_0000863	IL-1¦Â						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M2 macrophage	CL_0000890	IGF-1						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M1 macrophage	CL_0000863	IL-6						Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Retina	UBERON_0000966	Normal	Normal cell	M1 macrophage	CL_0000863	CD32	Fcgr2b	14130	protein_coding	"Fc receptor, IgG, low affinity IIb"	A0A0B4J1E6	Single-cell sequencing	Experiment	35309305	"Neuroinflammation, Microglia and Implications for Retinal Ganglion Cell Survival and Axon Regeneration in Traumatic Optic Neuropathy"	Frontiers in immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Gamma delta(¦Ã¦Ä) T cell	CL_0000798	Cxcr6	Cxcr6	80901	protein_coding	chemokine (C-X-C motif) receptor 6	Q9EQ16	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		CCR7						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Gamma delta(¦Ã¦Ä) T cell	CL_0000798	Icos	Icos	54167	protein_coding	inducible T cell co-stimulator	Q3V3X2	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	MHCII						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conventional dendritic cell(cDC)	CL_0000990	Naaa	Naaa	67111	protein_coding	N-acylethanolamine acid amidase	G3XA18	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Gamma delta(¦Ã¦Ä) T cell	CL_0000798	Trdc	Trdc	100123473	TR_C_gene	"T cell receptor delta, constant region"		10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conventional dendritic cell(cDC)	CL_0000990	Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	Mafb	Mafb	16658	protein_coding	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"	P54841	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conventional dendritic cell(cDC)	CL_0000990	Ifi205	Ifi205	226695	protein_coding	interferon activated gene 205	Q8CGE8	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphoid cell	CL_0001065	Cxcr6	Cxcr6	80901	protein_coding	chemokine (C-X-C motif) receptor 6	Q9EQ16	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conventional dendritic cell(cDC)	CL_0000990	H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphoid cell	CL_0001065	Areg	Areg	11839	protein_coding	amphiregulin	P31955	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphoid cell	CL_0001065	Gata3	Gata3	14462	protein_coding	GATA binding protein 3	P23772	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphocyte	CL_0000542	IL-13						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Egr1	Egr1	13653	protein_coding	early growth response 1	P08046	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphoid cell	CL_0001065	II5						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		FASCIN1						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	APOE						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	T cell	CL_0000084	Icos	Icos	54167	protein_coding	inducible T cell co-stimulator	Q3V3X2	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Natural killer cell	CL_0000623	AZW112010						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	B cell	CL_0000236	Ebf1	Ebf1	13591	protein_coding	early B cell factor 1	Q5SWK4	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	Cd209a	Cd209a	170786	protein_coding	CD209a antigen	Q91ZX1	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Natural killer cell	CL_0000623	Gzma	Gzma	14938	protein_coding	granzyme A	P11032	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Fos	Fos	14281	protein_coding	FBJ osteosarcoma oncogene	P01101	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	B cell	CL_0000236	H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Natural killer cell	CL_0000623	Ccl5	Ccl5	20304	protein_coding	chemokine (C-C motif) ligand 5	P30882	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Myeloid cell	CL_0000763	CD11b						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	Apoe	Apoe	11816	protein_coding	apolipoprotein E	P08226	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	Lyz2	Lyz2	17105	protein_coding	lysozyme 2	A0A077S2U6	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	B cell	CL_0000236	Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	CD209a						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Ccl22	Ccl22	20299	protein_coding	chemokine (C-C motif) ligand 22	O88430	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Mcpt4	Mcpt4	17227	protein_coding	mast cell protease 4	P21812	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	B cell	CL_0000236	Cd79a	Cd79a	12518	protein_coding	CD79A antigen (immunoglobulin-associated alpha)	P11911	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	T cell	CL_0000084	Cd28	Cd28	12487	protein_coding	CD28 antigen	P31041	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Myeloid cell	CL_0000763	Ccr2	Ccr2	12772	protein_coding	chemokine (C-C motif) receptor 2	P51683	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Tbc1d4	Tbc1d4	210789	protein_coding	"TBC1 domain family, member 4"	E9Q6Q8	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Gamma delta(¦Ã¦Ä) T cell	CL_0000798	II17a						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conjunctival cell		Marcksl1	Marcksl1	17357	protein_coding	MARCKS-like 1	P28667	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Ccl5	Ccl5	20304	protein_coding	chemokine (C-C motif) ligand 5	P30882	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Lymphocyte	CL_0000542	IL-5						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Cma1	Cma1	17228	protein_coding	"chymase 1, mast cell"	A4QPC5	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conjunctival cell		H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Apoe	Apoe	11816	protein_coding	apolipoprotein E	P08226	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conjunctival cell		Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Myeloid cell	CL_0000763	CD11c						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	B cell	CL_0000236	Igkc	Igkc	16071	IG_C_gene	immunoglobulin kappa constant		10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Macrophage	CL_0000235	Lyz2	Lyz2	17105	protein_coding	lysozyme 2	A0A077S2U6	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Mast cell	CL_0000097	Cpa3	Cpa3	12873	protein_coding	"carboxypeptidase A3, mast cell"	P15089	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Cd74	Cd74	16149	protein_coding	"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	P04441	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Monocyte	CL_0000576	CSF1R						10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Ccr7	Ccr7	12775	protein_coding	chemokine (C-C motif) receptor 7	P47774	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Conventional dendritic cell(cDC)	CL_0000990	Cst3	Cst3	13010	protein_coding	cystatin C	P21460	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Marcksl1	Marcksl1	17357	protein_coding	MARCKS-like 1	P28667	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		H2-Ab1	H2-Ab1	14961	protein_coding	"histocompatibility 2, class II antigen A, beta 1"	P14483	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	Migratory dendritic cell		Cst3	Cst3	13010	protein_coding	cystatin C	P21460	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Eye	Conjunctiva	UBERON_0001811	Normal	Normal cell	T cell	CL_0000084	Ctla4	Ctla4	12477	protein_coding	cytotoxic T-lymphocyte-associated protein 4	Q5SSM0	10x Chromium	Experiment	35361907	Single-cell transcriptional profiling of murine conjunctival immune cells reveals distinct populations expressing homeostatic and regulatory genes	Mucosal immunology	2022
Mouse	Fetal brain	Lateral hypothalamus	UBERON_0002273	Normal	Normal cell	Glutamatergic neuron	CL_0000679	VGluT2						None	Experiment	35051354	Lateral hypothalamic neuronal ensembles regulate pre-sleep nest-building behavior	Current biology : CB	2022
Mouse	Fetal brain	Lateral hypothalamus	UBERON_0002273	Normal	Normal cell	GABAergic neuron	CL_0000617	GAD65	Gad2	14417	protein_coding	glutamic acid decarboxylase 2	P48320	None	Experiment	35051354	Lateral hypothalamic neuronal ensembles regulate pre-sleep nest-building behavior	Current biology : CB	2022
Mouse	Fetal heart	Left ventricle	UBERON_0002084	Normal	Normal cell	Left ventricular cell		Pln	Pln	18821	protein_coding	phospholamban	P61014	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Posterior second heart field		Normal	Normal cell	Posterior second heart field(pSHF) cell		Hoxb1	Hoxb1	15407	protein_coding	homeobox B1	P17919	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
