species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Wisp1	Ccn4	22402	protein_coding	cellular communication network factor 4	O54775	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Myoblast	CL_0000056	Myod1	Myod1	17927	protein_coding	myogenic differentiation 1	P10085	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Muscle satellite cell	CL_0000514	Myf5	Myf5	17877	protein_coding	myogenic factor 5	A2RSK4	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Myocyte	CL_0000187	Ckm	Ckm	12715	protein_coding	"creatine kinase, muscle"	A2RTA0	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Myocyte	CL_0000187	Acta1	Acta1	11459	protein_coding	"actin alpha 1, skeletal muscle"	P68134	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Lymphatic endothelial cell	CL_0002138	Ccl21a	Ccl21a	18829	protein_coding	chemokine (C-C motif) ligand 21A (serine)	P84444	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Pdgfra	Pdgfra	18595	protein_coding	"platelet derived growth factor receptor, alpha polypeptide"	P26618	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Cxcl5	Cxcl5	20311	protein_coding	chemokine (C-X-C motif) ligand 5	P50228	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Tenocyte	CL_0000388	Fmod	Fmod	14264	protein_coding	fibromodulin	P50608	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Ccl7	Ccl7	20306	protein_coding	chemokine (C-C motif) ligand 7	A9Z1Z1	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Muscle satellite cell	CL_0000514	Pax7	Pax7	18509	protein_coding	paired box 7	P47239	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Endothelial cell	CL_0000115	Cdh5	Cdh5	12562	protein_coding	cadherin 5	P55284	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Lymphatic endothelial cell	CL_0002138	Lyve1	Lyve1	114332	protein_coding	lymphatic vessel endothelial hyaluronan receptor 1	Q8BHC0	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Ly6a	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Muscle satellite cell	CL_0000514	Asb5	Asb5	76294	protein_coding	ankyrin repeat and SOCs box-containing 5	Q2VPQ8	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Tenocyte	CL_0000388	Tnmd	Tnmd	64103	protein_coding	tenomodulin	Q9EP64	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Endothelial cell	CL_0000115	Pecam1	Pecam1	18613	protein_coding	platelet/endothelial cell adhesion molecule 1	Q08481	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Tnc	Tnc	21923	protein_coding	tenascin C	Q148T5	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Abdomen	Muscle	UBERON_0001630	Normal	Normal cell	Fibro-adipogenic progenitor cell		Dpp4	Dpp4	13482	protein_coding	dipeptidylpeptidase 4	P28843	10x Chromium	Experiment	35439171	An estrogen-sensitive fibroblast population drives abdominal muscle fibrosis in an inguinal hernia mouse model	JCI insight	2022
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Endothelial cell	CL_0000115	CD31							Experiment	18492768	Macrophage infiltration into adipose tissue may promote angiogenesis for adipose tissue remodeling in obesity.	American journal of physiology. Endocrinology and metabolism	2008
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	MAC-1							Experiment	18677510	Endotoxaemia leads to major increases in inflammatory adipokine gene expression in white adipose tissue of mice.	Pflugers Archiv : European journal of physiology	2008
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	18677510	Endotoxaemia leads to major increases in inflammatory adipokine gene expression in white adipose tissue of mice.	Pflugers Archiv : European journal of physiology	2008
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Macrophage	CL_0000235	CD68							Experiment	18929539	SOCS-1 deficiency does not prevent diet-induced insulin resistance.	Biochemical and biophysical research communications	2008
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Preadipocyte	CL_0002334	Pref-1							Experiment	19286648	Adult-onset degeneration of adipose tissue in mice deficient for the Sox8 transcription factor.	Journal of lipid research	2009
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Stem cell	CL_0000034	CD105	Eng	13805	protein_coding	endoglin	Q3UAM9		Experiment	20304811	Weight loss in obese C57BL/6 mice limits adventitial expansion of established angiotensin II-induced abdominal aortic aneurysms.	American journal of physiology. Heart and circulatory physiology	2010
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stromal cell	CL_0000134	CD44							Review	21196039	Markers of stemness in equine mesenchymal stem cells: a plea for uniformity.	Theriogenology	2011
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stromal cell	CL_0000134	CD13							Review	21196039	Markers of stemness in equine mesenchymal stem cells: a plea for uniformity.	Theriogenology	2011
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stromal cell	CL_0000134	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Review	21196039	Markers of stemness in equine mesenchymal stem cells: a plea for uniformity.	Theriogenology	2011
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Macrophage	CL_0000235	CD11b							Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Monocyte	CL_0000576	CD11b							Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Macrophage	CL_0000235	CD68							Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Monocyte	CL_0000576	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Macrophage	CL_0000235	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Monocyte	CL_0000576	CD68							Experiment	22396205	Stress augments insulin resistance and prothrombotic state: role of visceral adipose-derived monocyte chemoattractant protein-1.	Diabetes	2012
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Experiment	23430356	Adipogenic and osteogenic differentiation of Lin(-)CD271(+)Sca-1(+) adipose-derived stem cells.	Molecular and cellular biochemistry	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	Lin							Experiment	23430356	Adipogenic and osteogenic differentiation of Lin(-)CD271(+)Sca-1(+) adipose-derived stem cells.	Molecular and cellular biochemistry	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD271							Experiment	23430356	Adipogenic and osteogenic differentiation of Lin(-)CD271(+)Sca-1(+) adipose-derived stem cells.	Molecular and cellular biochemistry	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD29	Itgb1	16412	protein_coding	integrin beta 1 (fibronectin receptor beta)	P09055		Experiment	24171341	[Experimental study on transfection of pleiotrophin gene into adipose-derived stem cells of mice].	Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi =	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD44							Experiment	24171341	[Experimental study on transfection of pleiotrophin gene into adipose-derived stem cells of mice].	Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi =	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Cidea	Cidea	12683	protein_coding	"cell death-inducing DNA fragmentation factor, alpha subunit-like effector A"	O70302		Experiment	24347058	Skeletal muscle mitochondrial uncoupling drives endocrine cross-talk through the induction of FGF21 as a myokine.	American journal of physiology. Endocrinology and metabolism	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Ucp1	Ucp1	22227	protein_coding	"uncoupling protein 1 (mitochondrial, proton carrier)"	P12242		Experiment	24347058	Skeletal muscle mitochondrial uncoupling drives endocrine cross-talk through the induction of FGF21 as a myokine.	American journal of physiology. Endocrinology and metabolism	2013
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Experiment	24726953	Fat depot-specific gene signature and ECM remodeling of Sca1(high) adipose-derived stem cells.	Matrix biology : journal of the International Society for Matrix Biology	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD105	Eng	13805	protein_coding	endoglin	Q3UAM9		Experiment	24814017	Coculture with embryonic stem cells improves neural differentiation of adipose tissue-derived stem cells.	Neuroscience	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD73	Nt5e	23959	protein_coding	"5' nucleotidase, ecto"	Q0VEE0		Experiment	24814017	Coculture with embryonic stem cells improves neural differentiation of adipose tissue-derived stem cells.	Neuroscience	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD105	Eng	13805	protein_coding	endoglin	Q3UAM9		Experiment	24989653	[Effects of mouse adipose-derived stem cell conditioned medium on the apoptosis of keratinocytes induced by thermal injury in vitro].	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Experiment	24989653	[Effects of mouse adipose-derived stem cell conditioned medium on the apoptosis of keratinocytes induced by thermal injury in vitro].	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD31							Experiment	24989653	[Effects of mouse adipose-derived stem cell conditioned medium on the apoptosis of keratinocytes induced by thermal injury in vitro].	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD45							Experiment	24989653	[Effects of mouse adipose-derived stem cell conditioned medium on the apoptosis of keratinocytes induced by thermal injury in vitro].	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	CD34							Experiment	24989653	[Effects of mouse adipose-derived stem cell conditioned medium on the apoptosis of keratinocytes induced by thermal injury in vitro].	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD105	Eng	13805	protein_coding	endoglin	Q3UAM9		Experiment	24999489	Adipose derived mesenchymal stem cells efficiently rescue carbon tetrachloride-induced acute liver failure in mouse.	TheScientificWorldJournal	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD44							Experiment	24999489	Adipose derived mesenchymal stem cells efficiently rescue carbon tetrachloride-induced acute liver failure in mouse.	TheScientificWorldJournal	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD34							Experiment	24999489	Adipose derived mesenchymal stem cells efficiently rescue carbon tetrachloride-induced acute liver failure in mouse.	TheScientificWorldJournal	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD45							Experiment	24999489	Adipose derived mesenchymal stem cells efficiently rescue carbon tetrachloride-induced acute liver failure in mouse.	TheScientificWorldJournal	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Brown fat cell	CL_0000449	P2rx5	P2rx5	94045	protein_coding	"purinergic receptor P2X, ligand-gated ion channel, 5"	B9EHM6		Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Beige fat cell	CL_0001070	Pat2							Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Beige fat cell	CL_0001070	P2rx5	P2rx5	94045	protein_coding	"purinergic receptor P2X, ligand-gated ion channel, 5"	B9EHM6		Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Brown fat cell	CL_0000449	Asc-1	Slc7a10	53896	protein_coding	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"	P63115		Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	White fat cell	CL_0000448	Asc-1	Slc7a10	53896	protein_coding	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"	P63115		Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Beige fat cell	CL_0001070	Asc-1	Slc7a10	53896	protein_coding	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"	P63115		Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Brown fat cell	CL_0000449	Pat2							Experiment	25080478	"ASC-1, PAT2, and P2RX5 are cell surface markers for white, beige, and brown adipocytes."	Science translational medicine	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M2 macrophage	CL_0000890	Il4	Il4	16189	protein_coding	interleukin 4	P07750		Experiment	25477711	Induction of heme oxygenase-1 with hemin reduces obesity-induced adipose tissue inflammation via adipose macrophage phenotype switching.	Mediators of inflammation	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M2 macrophage	CL_0000890	Mrc1	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Experiment	25477711	Induction of heme oxygenase-1 with hemin reduces obesity-induced adipose tissue inflammation via adipose macrophage phenotype switching.	Mediators of inflammation	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	CD274							Experiment	25477711	Induction of heme oxygenase-1 with hemin reduces obesity-induced adipose tissue inflammation via adipose macrophage phenotype switching.	Mediators of inflammation	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M2 macrophage	CL_0000890	Clec10a	Clec10a	17312	protein_coding	"C-type lectin domain family 10, member A"	F8WHB7		Experiment	25477711	Induction of heme oxygenase-1 with hemin reduces obesity-induced adipose tissue inflammation via adipose macrophage phenotype switching.	Mediators of inflammation	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	TNF-alpha	Tnf	21926	protein_coding	tumor necrosis factor	A0A0R4J210		Experiment	25477711	Induction of heme oxygenase-1 with hemin reduces obesity-induced adipose tissue inflammation via adipose macrophage phenotype switching.	Mediators of inflammation	2014
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Nos2	Nos2	18126	protein_coding	"nitric oxide synthase 2, inducible"	A0A1L1STZ4		Experiment	26528480	"Fish Oil-Derived Long-Chain n-3 Polyunsaturated Fatty Acids Reduce Expression of M1-Associated Macrophage Markers in an ex vivo Adipose Tissue Culture Model, in Part through Adiponectin."	Frontiers in nutrition	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	IL-6							Experiment	26528480	"Fish Oil-Derived Long-Chain n-3 Polyunsaturated Fatty Acids Reduce Expression of M1-Associated Macrophage Markers in an ex vivo Adipose Tissue Culture Model, in Part through Adiponectin."	Frontiers in nutrition	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Il18	Il18	16173	protein_coding	interleukin 18	P70380		Experiment	26528480	"Fish Oil-Derived Long-Chain n-3 Polyunsaturated Fatty Acids Reduce Expression of M1-Associated Macrophage Markers in an ex vivo Adipose Tissue Culture Model, in Part through Adiponectin."	Frontiers in nutrition	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Ccl5	Ccl5	20304	protein_coding	chemokine (C-C motif) ligand 5	P30882		Experiment	26528480	"Fish Oil-Derived Long-Chain n-3 Polyunsaturated Fatty Acids Reduce Expression of M1-Associated Macrophage Markers in an ex vivo Adipose Tissue Culture Model, in Part through Adiponectin."	Frontiers in nutrition	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Ccl2	Ccl2	20296	protein_coding	chemokine (C-C motif) ligand 2	P10148		Experiment	26528480	"Fish Oil-Derived Long-Chain n-3 Polyunsaturated Fatty Acids Reduce Expression of M1-Associated Macrophage Markers in an ex vivo Adipose Tissue Culture Model, in Part through Adiponectin."	Frontiers in nutrition	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Fabp4	Fabp4	11770	protein_coding	"fatty acid binding protein 4, adipocyte"	P04117		Experiment	26629696	Muscle Regeneration with Intermuscular Adipose Tissue (IMAT) Accumulation Is Modulated by Mechanical Constraints.	PloS one	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Perilipin							Experiment	26629696	Muscle Regeneration with Intermuscular Adipose Tissue (IMAT) Accumulation Is Modulated by Mechanical Constraints.	PloS one	2015
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	CD137							Experiment	27493869	Muscle wasting and adipose tissue browning in infantile nephropathic cystinosis.	"Journal of cachexia, sarcopenia and muscle"	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Tmem26	Tmem26	327766	protein_coding	transmembrane protein 26	Q3UP23		Experiment	27493869	Muscle wasting and adipose tissue browning in infantile nephropathic cystinosis.	"Journal of cachexia, sarcopenia and muscle"	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Fat cell (adipocyte)	CL_0000136	Tbx1	Tbx1	21380	protein_coding	T-box 1	B9EII4		Experiment	27493869	Muscle wasting and adipose tissue browning in infantile nephropathic cystinosis.	"Journal of cachexia, sarcopenia and muscle"	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD44							Experiment	27569972	Transplantation of Adipose-Derived Mesenchymal Stem Cells Efficiently Rescues Thioacetamide-Induced Acute Liver Failure in Mice.	Transplantation proceedings	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD34							Experiment	27569972	Transplantation of Adipose-Derived Mesenchymal Stem Cells Efficiently Rescues Thioacetamide-Induced Acute Liver Failure in Mice.	Transplantation proceedings	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Experiment	27569972	Transplantation of Adipose-Derived Mesenchymal Stem Cells Efficiently Rescues Thioacetamide-Induced Acute Liver Failure in Mice.	Transplantation proceedings	2016
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	M1 macrophage	CL_0000863	CD11c							Experiment	27892502	Mitochondrial fat oxidation is essential for lipid-induced inflammation in skeletal muscle in mice.	Scientific reports	2016
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	M2 macrophage	CL_0000890	CD206	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Experiment	27892502	Mitochondrial fat oxidation is essential for lipid-induced inflammation in skeletal muscle in mice.	Scientific reports	2016
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Preadipocyte	CL_0002334	Pref-1							Experiment	27939617	Hypoxia mimetic induces lipid accumulation through mitochondrial dysfunction and stimulates autophagy in murine preadipocyte cell line.	Biochimica et biophysica acta. General subjects	2016
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Adipogenic progenitor cell		Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Experiment	28244038	Flow Cytometric Isolation and Differentiation of Adipogenic Progenitor Cells into Brown and Brite/Beige Adipocytes.	"Methods in molecular biology (Clifton, N.J.)"	2017
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Adipogenic progenitor cell		Lin							Experiment	28244038	Flow Cytometric Isolation and Differentiation of Adipogenic Progenitor Cells into Brown and Brite/Beige Adipocytes.	"Methods in molecular biology (Clifton, N.J.)"	2017
Mouse	Adipose tissue	White adipose tissue	UBERON_0001347	Normal	Normal cell	Preadipocyte	CL_0002334	CD38							Experiment	28611394	Identification of the ectoenzyme CD38 as a marker of committed preadipocytes.	International journal of obesity (2005)	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	28843510	An alternative model for studying age-associated metabolic complications: Senescence-accelerated mouse prone 8.	Experimental gerontology	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD44							Experiment	28921810	Bones Morphogenic Protein-4 and retinoic acid combined treatment comparative analysis for in vitro differentiation potential of murine mesenchymal stem cells derived from bone marrow and adipose tissue into germ cells.	Microscopy research and technique	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Mesenchymal stem cell	CL_0000134	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Experiment	28921810	Bones Morphogenic Protein-4 and retinoic acid combined treatment comparative analysis for in vitro differentiation potential of murine mesenchymal stem cells derived from bone marrow and adipose tissue into germ cells.	Microscopy research and technique	2017
