GeneID	GO_Type	GO_ID	GO_Description
111875845	molecular_function	GO:0004467	4-coumarate--CoA ligase-like 1
111875845	biological_process	GO:0046949	4-coumarate--CoA ligase-like 1
111875849	molecular_function	GO:0016616	cinnamoyl-CoA reductase-like SNL6
111875850	molecular_function	GO:0003854	cinnamoyl-CoA reductase-like SNL6
111875850	biological_process	GO:0006694	cinnamoyl-CoA reductase-like SNL6
111875851	cellular_component	GO:0005576	expansin-B15
111875851	biological_process	GO:0019953	expansin-B15
111875853	molecular_function	GO:0004714	probable serine/threonine-protein kinase PBL12
111875853	molecular_function	GO:0005524	probable serine/threonine-protein kinase PBL12
111875853	cellular_component	GO:0005886	probable serine/threonine-protein kinase PBL12
111875853	cellular_component	GO:0009506	probable serine/threonine-protein kinase PBL12
111875853	biological_process	GO:0046777	probable serine/threonine-protein kinase PBL12
111875854	molecular_function	GO:0004714	probable serine/threonine-protein kinase PBL26
111875854	molecular_function	GO:0005524	probable serine/threonine-protein kinase PBL26
111875854	cellular_component	GO:0005886	probable serine/threonine-protein kinase PBL26
111875854	cellular_component	GO:0009506	probable serine/threonine-protein kinase PBL26
111875854	biological_process	GO:0046777	probable serine/threonine-protein kinase PBL26
111875854	molecular_function	GO:0046983	probable serine/threonine-protein kinase PBL26
111875857	molecular_function	GO:0003676	uncharacterized LOC111875857
111875857	molecular_function	GO:0005198	uncharacterized LOC111875857
111875857	molecular_function	GO:0008270	uncharacterized LOC111875857
111875858	molecular_function	GO:0004714	putative receptor-like protein kinase At5g39000
111875858	molecular_function	GO:0005515	putative receptor-like protein kinase At5g39000
111875858	molecular_function	GO:0005524	putative receptor-like protein kinase At5g39000
111875858	cellular_component	GO:0005886	putative receptor-like protein kinase At5g39000
111875858	cellular_component	GO:0009506	putative receptor-like protein kinase At5g39000
111875858	biological_process	GO:0046777	putative receptor-like protein kinase At5g39000
111875859	molecular_function	GO:0004714	putative receptor-like protein kinase At5g39000
111875859	molecular_function	GO:0005524	putative receptor-like protein kinase At5g39000
111875859	cellular_component	GO:0005886	putative receptor-like protein kinase At5g39000
111875859	cellular_component	GO:0009506	putative receptor-like protein kinase At5g39000
111875859	biological_process	GO:0046777	putative receptor-like protein kinase At5g39000
111875860	molecular_function	GO:0004672	uncharacterized LOC111875860
111875860	biological_process	GO:0006468	uncharacterized LOC111875860
111875862	molecular_function	GO:0005515	protein GID8 homolog
111875863	molecular_function	GO:0008519	ammonium transporter 1 member 1
111875863	molecular_function	GO:0008519	ammonium transporter 1 member 1
111875863	cellular_component	GO:0016020	ammonium transporter 1 member 1
111875863	biological_process	GO:0072488	ammonium transporter 1 member 1
111875863	biological_process	GO:0072488	ammonium transporter 1 member 1
111875863	biological_process	GO:0097272	ammonium transporter 1 member 1
111875867	molecular_function	GO:0003700	transcription repressor MYB6
111875867	cellular_component	GO:0005634	transcription repressor MYB6
111875867	biological_process	GO:0006355	transcription repressor MYB6
111875867	molecular_function	GO:0043565	transcription repressor MYB6
111875870	molecular_function	GO:0016491	eugenol synthase 1
111875871	biological_process	GO:0000278	uncharacterized LOC111875871
111875871	cellular_component	GO:0000922	uncharacterized LOC111875871
111875871	cellular_component	GO:0000923	uncharacterized LOC111875871
111875871	cellular_component	GO:0000930	uncharacterized LOC111875871
111875871	cellular_component	GO:0005813	uncharacterized LOC111875871
111875871	biological_process	GO:0007020	uncharacterized LOC111875871
111875871	biological_process	GO:0031122	uncharacterized LOC111875871
111875871	molecular_function	GO:0043015	uncharacterized LOC111875871
111875871	molecular_function	GO:0043015	uncharacterized LOC111875871
111875871	molecular_function	GO:0051011	uncharacterized LOC111875871
111875871	biological_process	GO:0051225	uncharacterized LOC111875871
111875871	biological_process	GO:0051321	uncharacterized LOC111875871
111875873	molecular_function	GO:0016491	eugenol synthase 1
111875877	biological_process	GO:0006888	uncharacterized LOC111875877
111875877	cellular_component	GO:1990070	uncharacterized LOC111875877
111875877	cellular_component	GO:1990071	uncharacterized LOC111875877
111875877	cellular_component	GO:1990072	uncharacterized LOC111875877
111875878	biological_process	GO:0006629	probable long-chain-alcohol O-fatty-acyltransferase 5
111875878	molecular_function	GO:0008374	probable long-chain-alcohol O-fatty-acyltransferase 5
111875878	molecular_function	GO:0008374	probable long-chain-alcohol O-fatty-acyltransferase 5
111875880	cellular_component	GO:0005634	uncharacterized LOC111875880
111875882	biological_process	GO:0005975	beta-glucosidase 24
111875882	biological_process	GO:0005975	beta-glucosidase 24
111875882	molecular_function	GO:0008422	beta-glucosidase 24
111875883	cellular_component	GO:0016020	uncharacterized LOC111875883
111875883	cellular_component	GO:0016020	uncharacterized LOC111875883
111875883	biological_process	GO:0034975	uncharacterized LOC111875883
111875883	cellular_component	GO:0072546	uncharacterized LOC111875883
111875884	biological_process	GO:0000209	E3 ubiquitin-protein ligase UPL5
111875884	molecular_function	GO:0004842	E3 ubiquitin-protein ligase UPL5
111875884	molecular_function	GO:0005515	E3 ubiquitin-protein ligase UPL5
111875884	biological_process	GO:0043161	E3 ubiquitin-protein ligase UPL5
111875884	biological_process	GO:0045732	E3 ubiquitin-protein ligase UPL5
111875885	biological_process	GO:0000209	E3 ubiquitin-protein ligase UPL5
111875885	molecular_function	GO:0004842	E3 ubiquitin-protein ligase UPL5
111875885	molecular_function	GO:0005515	E3 ubiquitin-protein ligase UPL5
111875885	biological_process	GO:0043161	E3 ubiquitin-protein ligase UPL5
111875885	biological_process	GO:0045732	E3 ubiquitin-protein ligase UPL5
111875886	molecular_function	GO:0003872	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	molecular_function	GO:0005524	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	cellular_component	GO:0005829	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	biological_process	GO:0006096	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	biological_process	GO:0009749	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	biological_process	GO:0015979	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	molecular_function	GO:0047334	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875886	molecular_function	GO:0047334	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
111875888	biological_process	GO:0006020	inositol-phosphate phosphatase
111875888	biological_process	GO:0007165	inositol-phosphate phosphatase
111875888	molecular_function	GO:0008934	inositol-phosphate phosphatase
111875888	molecular_function	GO:0008934	inositol-phosphate phosphatase
111875888	biological_process	GO:0046854	inositol-phosphate phosphatase
111875889	molecular_function	GO:0008270	uncharacterized LOC111875889
111875890	molecular_function	GO:0005515	U-box domain-containing protein 4
111875890	cellular_component	GO:0005634	U-box domain-containing protein 4
111875890	cellular_component	GO:0005737	U-box domain-containing protein 4
111875891	molecular_function	GO:0003924	ras-related protein RABA5a
111875891	molecular_function	GO:0005525	ras-related protein RABA5a
111875891	cellular_component	GO:0005768	ras-related protein RABA5a
111875892	biological_process	GO:0008643	sugar transporter ERD6-like 6
111875892	cellular_component	GO:0016020	sugar transporter ERD6-like 6
111875892	molecular_function	GO:0051119	sugar transporter ERD6-like 6
111875892	biological_process	GO:0055085	sugar transporter ERD6-like 6
111875895	molecular_function	GO:0003676	uncharacterized LOC111875895
111875895	biological_process	GO:0015074	uncharacterized LOC111875895
111875896	molecular_function	GO:0004869	cysteine proteinase inhibitor 5
111875902	biological_process	GO:0006633	3-ketoacyl-CoA synthase 4
111875902	biological_process	GO:0006633	3-ketoacyl-CoA synthase 4
111875902	cellular_component	GO:0016020	3-ketoacyl-CoA synthase 4
111875902	cellular_component	GO:0016020	3-ketoacyl-CoA synthase 4
111875902	molecular_function	GO:0016747	3-ketoacyl-CoA synthase 4
111875902	molecular_function	GO:0016747	3-ketoacyl-CoA synthase 4
111875904	molecular_function	GO:0005524	ABC transporter G family member 10
111875904	cellular_component	GO:0016020	ABC transporter G family member 10
111875904	molecular_function	GO:0016887	ABC transporter G family member 10
111875904	molecular_function	GO:0140359	ABC transporter G family member 10
111875911	molecular_function	GO:0047429	uncharacterized LOC111875911
111875911	molecular_function	GO:0047429	uncharacterized LOC111875911
111875914	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875914	biological_process	GO:0098542	putative disease resistance protein RGA3
111875916	molecular_function	GO:0043531	disease resistance protein RGA2
111875918	molecular_function	GO:0003676	uncharacterized LOC111875918
111875918	molecular_function	GO:0008270	uncharacterized LOC111875918
111875922	molecular_function	GO:0008253	uncharacterized LOC111875922
111875923	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875923	biological_process	GO:0098542	putative disease resistance protein RGA3
111875924	molecular_function	GO:0043531	putative disease resistance protein RGA1
111875924	biological_process	GO:0098542	putative disease resistance protein RGA1
111875927	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875927	biological_process	GO:0098542	putative disease resistance protein RGA3
111875928	molecular_function	GO:0003690	structural maintenance of chromosomes protein 3
111875928	molecular_function	GO:0005515	structural maintenance of chromosomes protein 3
111875928	molecular_function	GO:0005524	structural maintenance of chromosomes protein 3
111875928	cellular_component	GO:0005694	structural maintenance of chromosomes protein 3
111875928	biological_process	GO:0007064	structural maintenance of chromosomes protein 3
111875928	molecular_function	GO:0016887	structural maintenance of chromosomes protein 3
111875928	molecular_function	GO:0061775	structural maintenance of chromosomes protein 3
111875929	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875929	biological_process	GO:0098542	putative disease resistance protein RGA3
111875931	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875931	biological_process	GO:0050832	putative disease resistance protein RGA3
111875932	biological_process	GO:0000278	gamma-tubulin complex component 2
111875932	cellular_component	GO:0000922	gamma-tubulin complex component 2
111875932	cellular_component	GO:0000923	gamma-tubulin complex component 2
111875932	cellular_component	GO:0005813	gamma-tubulin complex component 2
111875932	biological_process	GO:0007020	gamma-tubulin complex component 2
111875932	cellular_component	GO:0008275	gamma-tubulin complex component 2
111875932	biological_process	GO:0031122	gamma-tubulin complex component 2
111875932	molecular_function	GO:0043015	gamma-tubulin complex component 2
111875932	molecular_function	GO:0043015	gamma-tubulin complex component 2
111875932	molecular_function	GO:0051011	gamma-tubulin complex component 2
111875932	biological_process	GO:0051225	gamma-tubulin complex component 2
111875932	biological_process	GO:0051321	gamma-tubulin complex component 2
111875933	molecular_function	GO:0005515	putative disease resistance protein RGA3
111875933	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875933	biological_process	GO:0098542	putative disease resistance protein RGA3
111875934	molecular_function	GO:0043531	putative disease resistance protein RGA1
111875934	biological_process	GO:0098542	putative disease resistance protein RGA1
111875939	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875939	biological_process	GO:0098542	putative disease resistance protein RGA3
111875940	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875940	biological_process	GO:0098542	putative disease resistance protein RGA3
111875942	molecular_function	GO:0043531	putative disease resistance protein RGA1
111875942	biological_process	GO:0098542	putative disease resistance protein RGA1
111875945	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875945	biological_process	GO:0098542	putative disease resistance protein RGA3
111875946	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875946	biological_process	GO:0098542	putative disease resistance protein RGA3
111875948	molecular_function	GO:0043531	putative disease resistance protein RGA4
111875948	biological_process	GO:0098542	putative disease resistance protein RGA4
111875950	molecular_function	GO:0004730	pseudouridine-5'-phosphate glycosidase
111875951	molecular_function	GO:0003700	scarecrow-like protein 3
111875951	cellular_component	GO:0005634	scarecrow-like protein 3
111875951	biological_process	GO:0006355	scarecrow-like protein 3
111875951	molecular_function	GO:0043565	scarecrow-like protein 3
111875952	molecular_function	GO:0003690	structural maintenance of chromosomes protein 3
111875952	molecular_function	GO:0005515	structural maintenance of chromosomes protein 3
111875952	molecular_function	GO:0005524	structural maintenance of chromosomes protein 3
111875952	cellular_component	GO:0005694	structural maintenance of chromosomes protein 3
111875952	biological_process	GO:0007064	structural maintenance of chromosomes protein 3
111875952	molecular_function	GO:0016887	structural maintenance of chromosomes protein 3
111875952	molecular_function	GO:0061775	structural maintenance of chromosomes protein 3
111875954	molecular_function	GO:0005515	putative disease resistance protein RGA3
111875954	molecular_function	GO:0043531	putative disease resistance protein RGA3
111875954	biological_process	GO:0098542	putative disease resistance protein RGA3
111875957	molecular_function	GO:0004807	triosephosphate isomerase, cytosolic-like
111875957	molecular_function	GO:0004807	triosephosphate isomerase, cytosolic-like
111875957	cellular_component	GO:0005829	triosephosphate isomerase, cytosolic-like
111875957	biological_process	GO:0006094	triosephosphate isomerase, cytosolic-like
111875957	biological_process	GO:0006096	triosephosphate isomerase, cytosolic-like
111875957	biological_process	GO:0019563	triosephosphate isomerase, cytosolic-like
111875957	biological_process	GO:0046166	triosephosphate isomerase, cytosolic-like
111875965	molecular_function	GO:0003677	ethylene-responsive transcription factor ERF110
111875965	molecular_function	GO:0003700	ethylene-responsive transcription factor ERF110
111875965	molecular_function	GO:0003700	ethylene-responsive transcription factor ERF110
111875965	biological_process	GO:0006355	ethylene-responsive transcription factor ERF110
111875965	biological_process	GO:0009873	ethylene-responsive transcription factor ERF110
111875966	cellular_component	GO:0005737	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212
111875968	cellular_component	GO:0005794	protein LIKE COV 2
111875971	molecular_function	GO:0004181	carboxypeptidase SOL1
111875971	biological_process	GO:0006508	carboxypeptidase SOL1
111875971	molecular_function	GO:0008270	carboxypeptidase SOL1
111875976	biological_process	GO:0009555	probable ATP synthase 24 kDa subunit, mitochondrial
111875976	biological_process	GO:0009555	probable ATP synthase 24 kDa subunit, mitochondrial
111875977	molecular_function	GO:0005548	protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic
111875977	biological_process	GO:0015914	protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic
111875977	cellular_component	GO:0043190	protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic
111875977	cellular_component	GO:0043190	protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic
111875979	biological_process	GO:0045892	MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2
111875980	molecular_function	GO:0003723	uncharacterized LOC111875980
111875980	molecular_function	GO:0003723	uncharacterized LOC111875980
111875980	cellular_component	GO:0005634	uncharacterized LOC111875980
111875980	cellular_component	GO:0005737	uncharacterized LOC111875980
111875980	molecular_function	GO:0009982	uncharacterized LOC111875980
111875980	molecular_function	GO:0009982	uncharacterized LOC111875980
111875980	biological_process	GO:0031119	uncharacterized LOC111875980
111875980	biological_process	GO:1990481	uncharacterized LOC111875980
111875981	cellular_component	GO:0005634	co-chaperone protein p23-1
111875981	cellular_component	GO:0005829	co-chaperone protein p23-1
111875981	biological_process	GO:0006457	co-chaperone protein p23-1
111875981	molecular_function	GO:0051087	co-chaperone protein p23-1
111875981	biological_process	GO:0051131	co-chaperone protein p23-1
111875981	molecular_function	GO:0051879	co-chaperone protein p23-1
111875982	biological_process	GO:0000902	probable F-actin-capping protein subunit beta
111875982	cellular_component	GO:0005737	probable F-actin-capping protein subunit beta
111875982	cellular_component	GO:0008290	probable F-actin-capping protein subunit beta
111875982	cellular_component	GO:0008290	probable F-actin-capping protein subunit beta
111875982	biological_process	GO:0030036	probable F-actin-capping protein subunit beta
111875982	molecular_function	GO:0051015	probable F-actin-capping protein subunit beta
111875982	biological_process	GO:0051016	probable F-actin-capping protein subunit beta
111875982	biological_process	GO:0051016	probable F-actin-capping protein subunit beta
111875983	molecular_function	GO:0052635	gibberellin 2-beta-dioxygenase 8
111875984	molecular_function	GO:0003729	cleavage stimulating factor 64
111875984	cellular_component	GO:0005847	cleavage stimulating factor 64
111875984	biological_process	GO:0031124	cleavage stimulating factor 64
111875985	molecular_function	GO:0000166	uncharacterized oxidoreductase At4g09670
111875986	molecular_function	GO:0000166	uncharacterized oxidoreductase At4g09670
111875987	molecular_function	GO:0004497	cytochrome P450 78A7
111875987	molecular_function	GO:0005506	cytochrome P450 78A7
111875987	molecular_function	GO:0016705	cytochrome P450 78A7
111875987	molecular_function	GO:0020037	cytochrome P450 78A7
111875988	molecular_function	GO:0005507	laccase-15
111875988	biological_process	GO:0046274	laccase-15
111875988	cellular_component	GO:0048046	laccase-15
111875988	molecular_function	GO:0052716	laccase-15
111875989	molecular_function	GO:0005507	laccase-14
111875989	biological_process	GO:0046274	laccase-14
111875989	cellular_component	GO:0048046	laccase-14
111875989	molecular_function	GO:0052716	laccase-14
111875990	molecular_function	GO:0003854	3beta-hydroxysteroid-dehydrogenase/decarboxylase
111875990	biological_process	GO:0006694	3beta-hydroxysteroid-dehydrogenase/decarboxylase
111875995	molecular_function	GO:0003723	polyadenylate-binding protein 5
111875995	molecular_function	GO:0003723	polyadenylate-binding protein 5
111875995	cellular_component	GO:1990904	polyadenylate-binding protein 5
111876002	molecular_function	GO:0000287	alpha-isocomene synthase
111876002	molecular_function	GO:0010333	alpha-isocomene synthase
111876002	biological_process	GO:0016102	alpha-isocomene synthase
111876003	molecular_function	GO:0000287	alpha-isocomene synthase
111876003	molecular_function	GO:0010333	alpha-isocomene synthase
111876003	biological_process	GO:0016102	alpha-isocomene synthase
111876012	molecular_function	GO:0005515	phosphatidylinositol 4-kinase gamma 4
111876015	molecular_function	GO:0003924	dynamin-related protein 5A
111876015	molecular_function	GO:0003924	dynamin-related protein 5A
111876015	molecular_function	GO:0005525	dynamin-related protein 5A
111876015	cellular_component	GO:0005737	dynamin-related protein 5A
111876015	cellular_component	GO:0005874	dynamin-related protein 5A
111876015	molecular_function	GO:0008017	dynamin-related protein 5A
111876015	cellular_component	GO:0016020	dynamin-related protein 5A
111876016	molecular_function	GO:0004674	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5
111876016	molecular_function	GO:0005524	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5
111876016	biological_process	GO:0006468	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5
111876017	biological_process	GO:0000045	beclin-1-like protein
111876017	cellular_component	GO:0000407	beclin-1-like protein
111876017	biological_process	GO:0006914	beclin-1-like protein
111876017	biological_process	GO:0006995	beclin-1-like protein
111876017	cellular_component	GO:0034271	beclin-1-like protein
111876017	cellular_component	GO:0034272	beclin-1-like protein
111876017	biological_process	GO:0045324	beclin-1-like protein
111876018	molecular_function	GO:0004467	long chain acyl-CoA synthetase 4
111876018	molecular_function	GO:0004467	long chain acyl-CoA synthetase 4
111876018	cellular_component	GO:0005783	long chain acyl-CoA synthetase 4
111876018	biological_process	GO:0006631	long chain acyl-CoA synthetase 4
111876018	cellular_component	GO:0016020	long chain acyl-CoA synthetase 4
111876019	molecular_function	GO:0005249	cyclic nucleotide-gated ion channel 1
111876019	biological_process	GO:0006813	cyclic nucleotide-gated ion channel 1
111876019	cellular_component	GO:0016020	cyclic nucleotide-gated ion channel 1
111876019	biological_process	GO:0055085	cyclic nucleotide-gated ion channel 1
111876020	molecular_function	GO:0004748	ribonucleoside-diphosphate reductase large subunit
111876020	molecular_function	GO:0004748	ribonucleoside-diphosphate reductase large subunit
111876020	molecular_function	GO:0005524	ribonucleoside-diphosphate reductase large subunit
111876020	molecular_function	GO:0005524	ribonucleoside-diphosphate reductase large subunit
111876020	cellular_component	GO:0005971	ribonucleoside-diphosphate reductase large subunit
111876020	biological_process	GO:0006260	ribonucleoside-diphosphate reductase large subunit
111876020	biological_process	GO:0009263	ribonucleoside-diphosphate reductase large subunit
111876021	cellular_component	GO:0005576	pathogenesis-related protein PRB1-3
111876021	cellular_component	GO:0005615	pathogenesis-related protein PRB1-3
111876023	molecular_function	GO:0005515	E3 ubiquitin-protein ligase SINAT3
111876023	cellular_component	GO:0005737	E3 ubiquitin-protein ligase SINAT3
111876023	cellular_component	GO:0005737	E3 ubiquitin-protein ligase SINAT3
111876023	biological_process	GO:0006511	E3 ubiquitin-protein ligase SINAT3
111876023	biological_process	GO:0007275	E3 ubiquitin-protein ligase SINAT3
111876023	molecular_function	GO:0008270	E3 ubiquitin-protein ligase SINAT3
111876023	molecular_function	GO:0061630	E3 ubiquitin-protein ligase SINAT3
111876026	cellular_component	GO:0005886	metal-nicotianamine transporter YSL3
111876026	biological_process	GO:0010039	metal-nicotianamine transporter YSL3
111876026	molecular_function	GO:0035673	metal-nicotianamine transporter YSL3
111876026	molecular_function	GO:0035673	metal-nicotianamine transporter YSL3
111876026	biological_process	GO:0048316	metal-nicotianamine transporter YSL3
111876026	molecular_function	GO:0051980	metal-nicotianamine transporter YSL3
111876031	molecular_function	GO:0003680	AT-hook motif nuclear-localized protein 27
111876031	molecular_function	GO:0003680	AT-hook motif nuclear-localized protein 27
111876031	molecular_function	GO:0003700	AT-hook motif nuclear-localized protein 27
111876031	cellular_component	GO:0005634	AT-hook motif nuclear-localized protein 27
111876031	biological_process	GO:0010228	AT-hook motif nuclear-localized protein 27
111876032	molecular_function	GO:0005524	AAA-ATPase At2g46620
111876032	molecular_function	GO:0016887	AAA-ATPase At2g46620
111876033	molecular_function	GO:0003677	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876033	molecular_function	GO:0003677	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876033	molecular_function	GO:0003899	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876033	molecular_function	GO:0003899	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876033	biological_process	GO:0006390	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876033	cellular_component	GO:0034245	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial
111876036	biological_process	GO:0000902	uncharacterized LOC111876036
111876036	cellular_component	GO:0005938	uncharacterized LOC111876036
111876036	cellular_component	GO:0030427	uncharacterized LOC111876036
111876037	biological_process	GO:0003333	amino acid transporter AVT6A
111876037	molecular_function	GO:0015171	amino acid transporter AVT6A
111876038	molecular_function	GO:0003700	basic leucine zipper 43
111876038	biological_process	GO:0006355	basic leucine zipper 43
111876039	molecular_function	GO:0047262	probable galacturonosyltransferase 9
111876040	cellular_component	GO:0005634	uncharacterized LOC111876040
111876040	cellular_component	GO:0005737	uncharacterized LOC111876040
111876048	cellular_component	GO:0009507	rhodanese-like domain-containing protein 14, chloroplastic
111876049	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876049	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876049	molecular_function	GO:0005506	ent-kaurenoic acid oxidase 1
111876049	biological_process	GO:0007275	ent-kaurenoic acid oxidase 1
111876049	biological_process	GO:0010268	ent-kaurenoic acid oxidase 1
111876049	biological_process	GO:0016125	ent-kaurenoic acid oxidase 1
111876049	biological_process	GO:0016132	ent-kaurenoic acid oxidase 1
111876049	molecular_function	GO:0016705	ent-kaurenoic acid oxidase 1
111876049	molecular_function	GO:0020037	ent-kaurenoic acid oxidase 1
111876052	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876052	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876052	molecular_function	GO:0005506	ent-kaurenoic acid oxidase 1
111876052	biological_process	GO:0007275	ent-kaurenoic acid oxidase 1
111876052	biological_process	GO:0010268	ent-kaurenoic acid oxidase 1
111876052	biological_process	GO:0016125	ent-kaurenoic acid oxidase 1
111876052	biological_process	GO:0016132	ent-kaurenoic acid oxidase 1
111876052	molecular_function	GO:0016705	ent-kaurenoic acid oxidase 1
111876052	molecular_function	GO:0020037	ent-kaurenoic acid oxidase 1
111876054	cellular_component	GO:0016020	protein NRT1/ PTR FAMILY 4.6
111876054	molecular_function	GO:0022857	protein NRT1/ PTR FAMILY 4.6
111876054	biological_process	GO:0055085	protein NRT1/ PTR FAMILY 4.6
111876055	molecular_function	GO:0000981	homeobox-leucine zipper protein HAT5
111876055	cellular_component	GO:0005634	homeobox-leucine zipper protein HAT5
111876055	molecular_function	GO:0043565	homeobox-leucine zipper protein HAT5
111876055	molecular_function	GO:0043565	homeobox-leucine zipper protein HAT5
111876055	biological_process	GO:0045893	homeobox-leucine zipper protein HAT5
111876056	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876056	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876056	molecular_function	GO:0005506	ent-kaurenoic acid oxidase 1
111876056	biological_process	GO:0007275	ent-kaurenoic acid oxidase 1
111876056	biological_process	GO:0010268	ent-kaurenoic acid oxidase 1
111876056	biological_process	GO:0016125	ent-kaurenoic acid oxidase 1
111876056	biological_process	GO:0016132	ent-kaurenoic acid oxidase 1
111876056	molecular_function	GO:0016705	ent-kaurenoic acid oxidase 1
111876056	molecular_function	GO:0020037	ent-kaurenoic acid oxidase 1
111876057	molecular_function	GO:0003729	nuclear speckle RNA-binding protein A
111876059	biological_process	GO:0006355	protein FAR-RED IMPAIRED RESPONSE 1-like
111876059	molecular_function	GO:0008270	protein FAR-RED IMPAIRED RESPONSE 1-like
111876060	molecular_function	GO:0004497	cytochrome P450 90A1
111876060	molecular_function	GO:0005506	cytochrome P450 90A1
111876060	molecular_function	GO:0016705	cytochrome P450 90A1
111876060	molecular_function	GO:0020037	cytochrome P450 90A1
111876061	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876061	molecular_function	GO:0004497	ent-kaurenoic acid oxidase 1
111876061	molecular_function	GO:0005506	ent-kaurenoic acid oxidase 1
111876061	biological_process	GO:0007275	ent-kaurenoic acid oxidase 1
111876061	biological_process	GO:0010268	ent-kaurenoic acid oxidase 1
111876061	biological_process	GO:0016125	ent-kaurenoic acid oxidase 1
111876061	biological_process	GO:0016132	ent-kaurenoic acid oxidase 1
111876061	molecular_function	GO:0016705	ent-kaurenoic acid oxidase 1
111876061	molecular_function	GO:0020037	ent-kaurenoic acid oxidase 1
111876064	molecular_function	GO:0004332	fructose-bisphosphate aldolase 5, cytosolic
111876064	molecular_function	GO:0004332	fructose-bisphosphate aldolase 5, cytosolic
111876064	cellular_component	GO:0005829	fructose-bisphosphate aldolase 5, cytosolic
111876064	biological_process	GO:0006096	fructose-bisphosphate aldolase 5, cytosolic
111876064	biological_process	GO:0006096	fructose-bisphosphate aldolase 5, cytosolic
111876064	biological_process	GO:0030388	fructose-bisphosphate aldolase 5, cytosolic
111876065	biological_process	GO:0006282	uncharacterized LOC111876065
111876065	biological_process	GO:0006282	uncharacterized LOC111876065
111876066	molecular_function	GO:0005509	calcineurin B-like protein 2
111876066	molecular_function	GO:0005509	calcineurin B-like protein 2
111876066	biological_process	GO:0019722	calcineurin B-like protein 2
111876066	molecular_function	GO:0019900	calcineurin B-like protein 2
111876068	molecular_function	GO:0005515	uncharacterized LOC111876068
111876069	molecular_function	GO:0003677	dof zinc finger protein 1
111876069	molecular_function	GO:0003700	dof zinc finger protein 1
111876069	biological_process	GO:0006355	dof zinc finger protein 1
111876069	biological_process	GO:0006355	dof zinc finger protein 1
111876070	molecular_function	GO:0004161	farnesyl diphosphate synthase 2
111876070	molecular_function	GO:0004337	farnesyl diphosphate synthase 2
111876070	cellular_component	GO:0005737	farnesyl diphosphate synthase 2
111876070	biological_process	GO:0045337	farnesyl diphosphate synthase 2
111876071	molecular_function	GO:0016829	uncharacterized LOC111876071
111876071	molecular_function	GO:0016829	uncharacterized LOC111876071
111876072	molecular_function	GO:0000976	dehydration-responsive element-binding protein 2C-like
111876072	molecular_function	GO:0003700	dehydration-responsive element-binding protein 2C-like
111876072	molecular_function	GO:0003700	dehydration-responsive element-binding protein 2C-like
111876072	cellular_component	GO:0005634	dehydration-responsive element-binding protein 2C-like
111876072	biological_process	GO:0006950	dehydration-responsive element-binding protein 2C-like
111876072	biological_process	GO:0045893	dehydration-responsive element-binding protein 2C-like
111876083	molecular_function	GO:0005515	WD repeat-containing protein YMR102C
