GeneID
Solyc02g063527.2
Solyc00g500064.1
Solyc02g081340.3
Solyc02g080120.3
Solyc10g085230.2
Solyc12g088170.2
Solyc08g077130.2
Solyc11g068380.1
Solyc07g040910.3
Solyc12g098590.3
Solyc09g091510.3
Solyc11g011980.3
Solyc01g087270.3
Solyc09g082690.3
Solyc09g082660.3
Solyc02g085020.4
Solyc10g050970.1
Solyc10g086250.2
Solyc01g104320.4
Solyc10g005400.3
Solyc11g006300.2
Solyc08g074960.3
Solyc09g059170.3
Solyc02g077140.3
Solyc03g025190.4
Solyc06g065730.3
Solyc11g071750.2
Solyc05g052560.1
Solyc01g108240.4
Solyc01g059940.2
Solyc12g095750.2
Solyc11g071740.2
Solyc02g078130.3
Solyc05g005280.4
Solyc03g114160.1
Solyc05g051425.3
Solyc06g035700.1
Solyc10g008040.5
Solyc09g065100.3
Solyc12g056620.2
Solyc03g098300.1
Solyc05g052240.3
Solyc11g071760.3
Solyc06g061100.4
Solyc01g109270.3
Solyc07g063460.3
Solyc09g065910.3
Solyc10g055390.2
Solyc08g068680.4
Solyc05g010180.4
Solyc03g150104.1
Solyc04g011830.1
Solyc04g053130.4
Solyc12g044270.2
Solyc03g006960.4
Solyc12g087840.1
Solyc10g081260.2
Solyc08g081680.2
Solyc03g120260.4
Solyc08g080290.5
Solyc03g124110.2
Solyc11g013110.2
Solyc07g062530.3
Solyc02g063540.4
Solyc09g064820.1
Solyc08g065610.3
Solyc08g079530.3
Solyc07g055720.5
Solyc06g036130.4
Solyc12g098660.3
Solyc06g053960.3
Solyc02g083860.3
Solyc03g026270.3
Solyc01g099030.4
Solyc09g066470.4
Solyc07g054580.3
Solyc08g080040.4
Solyc08g074270.4
Solyc04g079450.4
Solyc01g100850.3
Solyc03g097530.3
Solyc05g054250.1
Solyc03g122340.3
Solyc11g007000.2
Solyc08g067330.1
Solyc06g069430.3
Solyc11g010430.2
Solyc04g079730.1
Solyc11g010360.3
Solyc07g039380.3
Solyc04g079040.4
Solyc02g081370.2
Solyc02g091500.1
Solyc10g084000.4
Solyc05g052410.3
Solyc07g038160.4
Solyc02g069910.2
Solyc10g007110.3
Solyc03g026260.4
Solyc12g009220.2
Solyc02g071560.5
Solyc11g007500.3
Solyc04g074560.1
Solyc02g080145.1
Solyc11g011330.2
Solyc04g072050.5
Solyc05g005460.3
Solyc09g075320.1
Solyc01g094220.3
Solyc08g082990.3
Solyc10g078240.2
Solyc01g096940.5
Solyc04g072031.1
Solyc04g078140.3
Solyc05g013905.2
Solyc07g045420.4
Solyc04g050930.3
Solyc10g081930.1
Solyc03g078780.3
Solyc10g078580.1
Solyc11g005830.2
